Title,Year,is_selected,do_finetuning,decision_threshold,Source title
Evaluating SZZ Implementations: An Empirical Study on the Linux Kernel,2024,no,,,IEEE Transactions on Software Engineering
RCanary: Detecting Memory Leaks Across Semi-Automated Memory Management Boundary in Rust,2024,no,,,IEEE Transactions on Software Engineering
Predicting steel column stability with uncertain initial defects using bayesian deep learning,2024,no,,,Applied Soft Computing
ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,2024,no,,,Proceedings - International Conference on Software Engineering
Data-driven prediction of possible quality deterioration in injection molding processes,2024,no,,,Applied Soft Computing
GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,2024,no,,,Proceedings - International Conference on Software Engineering
Predicting Line-Level Defects by Capturing Code Contexts with Hierarchical Transformers,2024,yes,yes,no,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Demystifying the Impact of Open-Source Machine Learning Libraries on Software Analytics,2024,no,,,IEEE Transactions on Reliability
Erratum: Effective Prediction of Bug-Fixing Priority via Weighted Graph Convolutional Networks,2024,no,,,IEEE Transactions on Reliability
Adjusted Trust Score: A Novel Approach for Estimating the Trustworthiness of Software Defect Prediction Models,2024,yes,yes,default 0.5,IEEE Transactions on Reliability
Flakyrank: Predicting Flaky Tests Using Augmented Learning to Rank,2024,no,,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
Compiler-Directed Migrating API Callsite of Client Code,2024,no,,,Proceedings - International Conference on Software Engineering
"Proceedings - 2024 ACM/IEEE 44th International Conference on Software Engineering, ICSE 2024",2024,no,,,Proceedings - International Conference on Software Engineering
A multi-state fusion informer integrating transfer learning for metal tube bending early wrinkling prediction,2024,no,,,Applied Soft Computing
CFG2AT: Control Flow Graph and Graph Attention Network-Based Software Defect Prediction,2024,yes,yes,default 0.5,IEEE Transactions on Reliability
Leveraging Large Language Model for Automatic Patch Correctness Assessment,2024,no,,,IEEE Transactions on Software Engineering
Forecasting the hydropower unit vibration based on adaptive variational mode decomposition and neural network,2024,no,,,Applied Soft Computing
On the Stability and Applicability of Deep Learning in Fault Localization,2024,no,,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
"On the Prevalence, Co-occurrence, and Impact of Infrastructure-as-Code Smells",2024,no,,,"Proceedings - 2024 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2024"
CERT: Finding Performance Issues in Database Systems Through the Lens of Cardinality Estimation,2024,no,,,Proceedings - International Conference on Software Engineering
Multiscale BLS-Based Lightweight Prediction Model for Remaining Useful Life of Aero-Engine,2024,no,,,IEEE Transactions on Reliability
GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,2024,no,,,Proceedings - International Conference on Software Engineering
Learning in the Wild: Towards Leveraging Unlabeled Data for Effectively Tuning Pre-Trained Code Models,2024,no,,,Proceedings - International Conference on Software Engineering
An entropy-based measure of fork diversity and its correlations with open source software projects’ received contributions,2025,no,,,Empirical Software Engineering
Insights From Bugs in FPGA High-Level Synthesis Tools: An Empirical Study of Bambu Bugs,2025,no,,,IEEE Transactions on Reliability
Robust Neural Network Modeling With Small-Worldness for Effluent Total Phosphorus Prediction in Wastewater Treatment Process,2025,no,,,IEEE Transactions on Reliability
Two-stream neural network for the prediction of multiple defects in continuous casting,2025,no,yes,no,Applied Soft Computing
Feature transformation for improved software bug detection and commit classification,2025,yes,yes,no,Journal of Systems and Software
Bugs in large language models generated code: an empirical study,2025,no,,,Empirical Software Engineering
Impact of methodological choices on the analysis of code metrics and maintenance,2025,no,,,Journal of Systems and Software
MBL-CPDP: A Multi-objective Bilevel Method for Cross-Project Defect Prediction,2025,yes,yes,no,IEEE Transactions on Software Engineering
Fed-OLF: Federated Oversampling Learning Framework for Imbalanced Software Defect Prediction Under Privacy Protection,2025,yes,yes,no,IEEE Transactions on Reliability
Aligning the Objective of LLM-Based Program Repair,2025,no,,,Proceedings - International Conference on Software Engineering
D3: Differential Testing of Distributed Deep Learning With Model Generation,2025,no,,,IEEE Transactions on Software Engineering
Line-Level Defect Prediction by Capturing Code Contexts With Graph Convolutional Networks,2025,yes,yes,no,IEEE Transactions on Software Engineering
An enhanced transformer-based framework for interpretable code clone detection,2025,no,,,Journal of Systems and Software
Boosting Code-line-level Defect Prediction with Spectrum Information and Causality Analysis,2025,yes,yes,no,Proceedings - International Conference on Software Engineering
Functional Safety Design for Autonomous Vehicle Brake System With Machine Learning Technique,2025,no,,,IEEE Transactions on Reliability
Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,2025,no,,,Proceedings - International Conference on Software Engineering
Shaky structures: The wobbly world of causal graphs in software analytics,2025,no,,,Empirical Software Engineering
Unsupervised Software Defect Prediction Through Multiview Clustering,2025,yes,yes,no,IEEE Transactions on Reliability
RAG-Driven multiple assertions generation with large language models,2025,no,,,Empirical Software Engineering
Optimization selection method for software reliability growth model based on cosine similarity,2025,no,,,Journal of Systems and Software
Reduce Dependence for Sound Concurrency Bug Prediction,2025,no,,,Proceedings - International Conference on Software Engineering
Refining software defect prediction through attentive neural models for code understanding,2025,yes,yes,uesd but not tuned,Journal of Systems and Software
Just-in-time software defect prediction via bi-modal change representation learning,2025,yes,yes,no,Journal of Systems and Software
Enhancing line-level defect prediction using bilinear attention fusion and ranking optimization,2025,yes,yes,no,Empirical Software Engineering
Condition-Adaptive Permutation Entropy: A Novel Dynamic Complexity-Based Health Indicator for Bearing Health Monitoring,2025,no,,,IEEE Transactions on Reliability
A Unit Proofing Framework for Code-level Verification: A Research Agenda,2025,no,,,Proceedings - International Conference on Software Engineering
Runtime defect prediction of industrial business processes: A focused look at real-life SAP systems,2025,no,,,Journal of Systems and Software
Improve cross-project just-in-time defect prediction with dynamic transfer learning,2025,yes,yes,no,Journal of Systems and Software
ENSESMELLS : Deep ensemble and programming language models for automated code smells detection,2025,no,,,Journal of Systems and Software
Graph neural network for fault localization in sequence-based models,2025,no,,,Empirical Software Engineering
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,2025,yes,no,,Proceedings - International Conference on Software Engineering
Just-in-time Prediction of Software Architectural Changes through Commit-level Analyses,2025,no,,,IEEE Transactions on Software Engineering
Is Hyper-Parameter Optimization Different for Software Analytics?,2025,yes,yes,no,IEEE Transactions on Software Engineering
Availability Modeling and Evaluation of Distributed Topology,2025,no,,,IEEE Transactions on Reliability
